count,serialisation
1,"['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]"
1,"['&', ['G', ['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['F', 'leakCompensationActive']]]], ['->', ['&', 'leakCompensationEnable', 'MinPEEPAlarm'], ['F', 'leakCompensationActive']]]"
1,"['G', ['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['F', 'leakCompensationActive']]]]"
1,"['->', ['&', 'leakCompensationEnable', 'MinPEEPAlarm'], ['F', 'leakCompensationActive']]"
1,"['->', ['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]], ['X', ['F', 'leakCompensationActive']]]"
1,"['&', ['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']], ['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]]"
1,"['X', ['F', 'leakCompensationActive']]"
1,"['!', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]"
1,"['X', ['&', 'leakCompensationEnable', 'MinPEEPAlarm']]"
1,"['&', ['G', ['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['F', 'StartUpMode']]]], ['->', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']], ['F', 'StartUpMode']]]"
1,"['G', ['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['F', 'StartUpMode']]]]"
1,"['->', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']], ['F', 'StartUpMode']]"
1,"['->', ['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]], ['X', ['F', 'StartUpMode']]]"
1,"['&', ['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]], ['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]]"
1,"['X', ['F', 'StartUpMode']]"
1,"['!', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]"
1,"['X', ['&', 'powerButton', ['&', ['&', ['&', 'breathingCircuitConnected', ['!', 'patientConnected']], 'airSupplyConnected'], 'powerConnected']]]"
1,"['&', ['G', ['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['F', 'logPreUseCheck']]]], ['->', 'preUseCheckDone', ['F', 'logPreUseCheck']]]"
1,"['G', ['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['F', 'logPreUseCheck']]]]"
1,"['->', 'preUseCheckDone', ['F', 'logPreUseCheck']]"
1,"['->', ['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']], ['X', ['F', 'logPreUseCheck']]]"
1,"['&', ['!', 'preUseCheckDone'], ['X', 'preUseCheckDone']]"
1,"['X', ['F', 'logPreUseCheck']]"
1,"['!', 'preUseCheckDone']"
1,"['X', 'preUseCheckDone']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]]"
1,"['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]"
1,"['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]"
1,"['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]], ['->', 'SelfTestMode', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]]"
1,"['->', 'SelfTestMode', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]"
1,"['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]]"
1,"['&', ['G', ['->', ['&', ['!', 'newPatient'], ['X', 'newPatient']], ['X', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]], ['->', 'newPatient', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]"
1,"['G', ['->', ['&', ['!', 'newPatient'], ['X', 'newPatient']], ['X', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]]"
1,"['->', 'newPatient', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]"
1,"['->', ['&', ['!', 'newPatient'], ['X', 'newPatient']], ['X', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]]"
1,"['&', ['!', 'newPatient'], ['X', 'newPatient']]"
1,"['X', ['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]]"
1,"['X', 'newPatient']"
1,"['F', ['&', 'measureRR', 'displayRR']]"
1,"['&', 'measureRR', 'displayRR']"
1,"['&', ['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]], ['->', 'powerFailure', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]"
1,"['G', ['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]]"
1,"['->', 'powerFailure', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]"
1,"['->', ['&', ['!', 'powerFailure'], ['X', 'powerFailure']], ['X', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]]"
1,"['X', ['|', ['G', '[0,120]', ['!', 'off']], ['G', ['!', 'off']]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]]"
1,"['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]"
1,"['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]], ['->', 'InspiratoryPauseButton', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]]"
1,"['->', 'InspiratoryPauseButton', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]"
